Animal..,ARN,Species,Primary.Breed,Colors,Gender,Altered,Pre.Altered,Chip.Provider,Danger,Danger.Reason,Date.of.Birth,Intake.Age,Intake.By,Intake.Date,Intake.Type,Intake.Subtype,Intake.Reason,Intake.Site,Intake.Location,Intake.Sublocation,Intake.Jurisdiction,Intake.Condition,Intake.Agency,Agency.Member,Agency.Member.Phone,Agency.Address,Outcome.Age,Outcome.Age.in.Months,Outcome.Date,Outcome.By,Outcome.Type,Outcome.Subtype,Outcome.Site,Outcome.Location,Outcome.Sublocation,Outcome.Jurisdiction,Transfer.Out.Reason,Outcome.Agency,Released.By,Release.Date,LOS
A38320259,,Dog,Shih Tzu,White/Black,Female,Yes,Unknown,24PetWatch,No,NA,4/15/2012,6y 1d,Sara Davidson,4/16/2018 6:00:25 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Holding,NA,19119—Mount Airy,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,6y 1m 20d,73,6/4/2018 5:11:13 PM,Tomas Santana,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Tomas Santana,6/4/2018 5:11:13 PM,48
A38323660,,Dog,Havanese,White/Brown,Female,Yes,Yes,24PetWatch,No,NA,3/29/2017,1y 19d,Angela Peterdi,4/17/2018 11:29:08 AM,Owner/Guardian Surrender,In Person Surrender to Shelter,Not Enough Time,Grays Ferry Avenue,Kennel - Adoptions,NA,,Healthy,,,,,1y 29d,12,4/27/2018 11:23:28 AM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,4/27/2018 11:23:28 AM,10
A38331345,,Cat,Domestic Shorthair,Black/,Female,Yes,Unknown,24PetWatch,No,NA,12/17/2017,4m 0d,Michelle Robinson,4/17/2018 10:53:37 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,4m 28d,4,5/15/2018 7:04:53 PM,Erica Henn,Adoption,Foster Home,PAWS Offsite Adoptions,Foster Care - General,NA,,NA,NA,Erica Henn,5/15/2018 7:04:53 PM,27
A38332390,,Cat,Domestic Shorthair,Black/White,Female,Yes,Yes,24PetWatch,No,NA,9/11/2016,1y 7m 6d,Jill Sweeney,4/17/2018 9:31:29 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Cat Room,NA,New Jersey,Injured,Cumberland County SPCA,Maria Stoerrle,(856) 691-1500,1244 N Delsea Drive  ,1y 9m 1d,21,6/12/2018 4:07:59 PM,Angela Peterdi,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,Petsmart Oregon Avenue,NA,,NA,NA,Angela Peterdi,6/12/2018 4:07:59 PM,56
A38332418,,Cat,Siamese,White/Silver,Female,Yes,No,24PetWatch,No,NA,4/17/2016,2y 0d,Jill Sweeney,4/17/2018 9:31:29 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Cat Room,NA,New Jersey,Healthy,Cumberland County SPCA,Maria Stoerrle,(856) 691-1500,1244 N Delsea Drive  ,2y 2m 14d,26,7/1/2018 3:13:09 PM,Rich Wilkinson,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Rich Wilkinson,7/1/2018 3:13:09 PM,75
A38332427,,Cat,Domestic Shorthair,Black/White,Female,Yes,No,24PetWatch,No,NA,2/15/2017,1y 2m 2d,Jill Sweeney,4/17/2018 9:31:29 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Cat Room,NA,New Jersey,Healthy,Cumberland County SPCA,Maria Stoerrle,(856) 691-1500,1244 N Delsea Drive  ,1y 6m 4d,18,8/19/2018 11:21:42 AM,Rich Wilkinson,Adoption,Kawaii Kitty Cafe,PAWS Offsite Adoptions,Kawaii Kitty Cafe,NA,,NA,NA,Rich Wilkinson,8/19/2018 11:21:42 AM,124
A38332430,,Cat,Domestic Shorthair,Black/White,Male,Yes,No,24PetWatch,No,NA,11/25/2016,1y 4m 23d,Jill Sweeney,4/17/2018 9:31:29 AM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Cat Room,NA,New Jersey,Healthy,Cumberland County SPCA,Maria Stoerrle,(856) 691-1500,1244 N Delsea Drive  ,1y 6m 1d,18,5/26/2018 4:39:01 PM,Ame Wiltzius,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ame Wiltzius,5/26/2018 4:39:01 PM,39
A38332472,,Dog,"Poodle, Miniature",Black/,Female,Yes,No,24PetWatch,No,NA,7/19/2014,3y 8m 30d,Angela Peterdi,4/18/2018 9:41:42 AM,Owner/Guardian Surrender,In Person Surrender to Shelter,Unwanted,Grays Ferry Avenue,Kennel - Adoptions,NA,19140—Nicetown,Healthy,,,,,3y 9m 1d,45,4/20/2018 4:24:38 PM,Angela Peterdi,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Kennel - Adoptions,NA,19146—Schuylkill S,NA,NA,Angela Peterdi,4/20/2018 4:24:38 PM,2
A38333564,,Cat,Domestic Shorthair,Black/White,Male,Yes,No,24PetWatch,No,NA,2/21/2018,1m 28d,Jill Sweeney,4/18/2018 11:06:05 AM,Stray,Public Drop Off,,Grays Ferry Avenue,Cat Room,NA,Jurisdiction Unknown,Healthy,,,,,2m 7d,2,4/28/2018 2:48:27 PM,Tomas Santana,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Tomas Santana,4/28/2018 2:48:27 PM,10
A38335334,,Cat,Domestic Shorthair,Grey/,Male,Yes,Unknown,24PetWatch,No,NA,4/19/2017,11m 30d,Michelle Robinson,4/18/2018 12:57:49 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 1m 16d,13,6/4/2018 4:30:34 PM,Tomas Santana,Adoption,PAC,PAC,PAC,NA,,NA,NA,Tomas Santana,6/4/2018 4:30:34 PM,47
A38335549,,Cat,Domestic Shorthair,Brown/Black,Female,Yes,Yes,24PetWatch,No,NA,4/18/2016,3y 2m 16d,Michelle Robinson,7/4/2019 6:33:10 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,3y 7m 29d,43,12/17/2019 2:15:00 PM,Emma Griffin,Adoption,Project Meow,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,12/17/2019 2:15:00 PM,165
A38335549,,Cat,Domestic Shorthair,Brown/Black,Female,Yes,Yes,24PetWatch,No,NA,4/18/2016,2y 0d,Michelle Robinson,4/18/2018 1:12:00 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,2y 7d,24,4/25/2018 2:07:16 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,4/25/2018 2:07:16 PM,7
A38335657,,Cat,Domestic Shorthair,Black/White,Male,Yes,No,24PetWatch,No,NA,4/18/2016,2y 0d,Michelle Robinson,4/18/2018 1:20:10 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,2y 1m 12d,25,5/30/2018 12:03:16 PM,Angela Peterdi,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,Foster Care - General,NA,,NA,NA,Angela Peterdi,5/30/2018 12:03:16 PM,41
A38335706,,Cat,Domestic Shorthair,Grey/Brown,Female,Yes,No,24PetWatch,No,NA,4/18/2016,2y 0d,Michelle Robinson,4/18/2018 1:24:45 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,2y 7d,24,4/25/2018 2:07:16 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,4/25/2018 2:07:16 PM,7
A38335797,,Cat,Domestic Shorthair,Brown/White,Male,Yes,No,24PetWatch,No,NA,3/7/2018,1m 11d,Michelle Robinson,4/18/2018 1:30:33 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,4m 1d,4,7/8/2018 1:02:20 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,7/8/2018 1:02:20 PM,81
A38338887,,Cat,Domestic Shorthair,Grey/Tan,Female,Yes,No,24PetWatch,No,NA,3/7/2018,1m 11d,Angela Peterdi,4/18/2018 4:24:19 PM,Owner/Guardian Surrender,ACCT Diversion,Unwanted,Grays Ferry Avenue,Maternity,NA,,Healthy,,,,,3m 17d,3,6/24/2018 11:53:34 AM,Lauren Campagnini,Adoption,PAC,PAC,Foster Care - General,NA,,NA,NA,Lauren Campagnini,6/24/2018 11:53:34 AM,66
A38338895,,Cat,Domestic Shorthair,Grey/,Female,Yes,No,24PetWatch,No,NA,3/7/2018,1m 11d,Angela Peterdi,4/18/2018 4:24:19 PM,Owner/Guardian Surrender,ACCT Diversion,Unwanted,Grays Ferry Avenue,Maternity,NA,,Healthy,,,,,3m 16d,3,6/23/2018 11:15:13 AM,Tomas Santana,Adoption,PAC,PAC,Foster Care - General,NA,,NA,NA,Tomas Santana,6/23/2018 11:15:13 AM,65
A38343481,,Cat,Domestic Shorthair,Grey/White,Female,Yes,No,24PetWatch,No,NA,10/1/2014,3y 6m 18d,Jill Sweeney,4/19/2018 11:30:57 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Healthy,,,,,4y 8d,48,10/9/2018 12:38:55 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,10/9/2018 12:38:55 PM,173
A38343487,,Cat,Domestic Shorthair,White/Grey,Male,Yes,No,24PetWatch,No,NA,3/31/2018,20d,Jill Sweeney,4/19/2018 11:30:56 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Less Than 7 Weeks,,,,,6m 9d,6,10/9/2018 12:35:31 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,10/9/2018 12:35:31 PM,173
A38343495,,Cat,Domestic Shorthair,Grey/White,Female,Yes,No,24PetWatch,No,NA,3/31/2018,20d,Jill Sweeney,4/19/2018 11:30:56 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Less Than 7 Weeks,,,,,6m 9d,6,10/9/2018 12:35:31 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,10/9/2018 12:35:31 PM,173
A38343573,,Cat,Domestic Shorthair,Grey/White,Female,Yes,No,24PetWatch,No,NA,3/8/2018,1m 11d,Jill Sweeney,4/19/2018 11:36:52 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Less Than 7 Weeks,,,,,3m 14d,3,6/22/2018 4:58:22 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,6/22/2018 4:58:22 PM,64
A38343594,,Cat,Domestic Shorthair,Brown/White,Female,Yes,No,24PetWatch,No,NA,3/8/2018,1m 11d,Jill Sweeney,4/19/2018 11:36:51 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Less Than 7 Weeks,,,,,3m 18d,3,6/26/2018 1:42:13 PM,Angela Peterdi,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Foster Care - General,NA,,NA,NA,Angela Peterdi,6/26/2018 1:42:13 PM,68
A38343600,,Cat,Domestic Shorthair,Grey/White,Female,Yes,No,24PetWatch,No,NA,3/8/2018,1m 11d,Jill Sweeney,4/19/2018 11:36:51 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Less Than 7 Weeks,,,,,3m 18d,3,6/26/2018 1:42:13 PM,Angela Peterdi,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Foster Care - General,NA,,NA,NA,Angela Peterdi,6/26/2018 1:42:13 PM,68
A38343606,,Cat,Domestic Shorthair,Grey/White,Female,Yes,No,24PetWatch,No,NA,3/8/2018,1m 11d,Jill Sweeney,4/19/2018 11:36:51 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Less Than 7 Weeks,,,,,3m 8d,3,6/16/2018 2:39:55 PM,Ame Wiltzius,Adoption,PAC,PAC,Foster Care - General,NA,,NA,NA,Ame Wiltzius,6/16/2018 2:39:55 PM,58
A38343610,,Cat,Domestic Shorthair,Grey/White,Male,Yes,No,24PetWatch,No,NA,3/8/2018,1m 11d,Jill Sweeney,4/19/2018 11:36:51 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Less Than 7 Weeks,,,,,3m 14d,3,6/22/2018 4:58:22 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,6/22/2018 4:58:22 PM,64
A38343656,,Cat,Domestic Shorthair,Grey/,Female,Yes,No,24PetWatch,No,NA,9/7/2015,2y 7m 12d,Jill Sweeney,4/19/2018 11:41:23 AM,Stray,Project Meow,,Grays Ferry Avenue,Maternity,NA,19104—University City,Healthy,,,,,4y 1m 28d,49,11/4/2019 1:51:00 PM,Emma Griffin,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Emma Griffin,11/4/2019 1:51:00 PM,564
A38345204,,Cat,Domestic Medium Hair,Brown/,Female,Yes,No,24PetWatch,No,NA,9/6/2015,2y 7m 13d,Jill Sweeney,4/19/2018 1:19:29 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Maternity,NA,19145— South Philadelphia W,Healthy,,,,,3y 0d,36,9/6/2018 10:22:02 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,9/6/2018 10:22:02 PM,140
A38345210,,Cat,Domestic Medium Hair,Brown/Black,Female,Yes,No,24PetWatch,No,NA,3/22/2018,28d,Jill Sweeney,4/19/2018 1:19:28 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Maternity,NA,19145— South Philadelphia W,Less Than 7 Weeks,,,,,5m 15d,5,9/6/2018 10:19:36 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,9/6/2018 10:19:36 PM,140
A38345211,,Cat,Domestic Medium Hair,Brown/Black,Female,Yes,No,24PetWatch,No,NA,3/22/2018,28d,Jill Sweeney,4/19/2018 1:19:28 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Maternity,NA,19145— South Philadelphia W,Less Than 7 Weeks,,,,,3m 18d,3,7/10/2018 11:50:29 AM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,7/10/2018 11:50:29 AM,81
A38345214,,Cat,Domestic Shorthair,Brown/Black,Male,Yes,No,24PetWatch,No,NA,3/22/2018,28d,Jill Sweeney,4/19/2018 1:19:28 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Maternity,NA,19145— South Philadelphia W,Less Than 7 Weeks,,,,,4m 27d,4,8/18/2018 8:16:51 PM,Angela Peterdi,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Angela Peterdi,8/18/2018 8:16:51 PM,121
A38345377,,Cat,Domestic Shorthair,Grey/White,Male,Yes,Yes,24PetWatch,No,NA,4/19/2014,4y 0d,Jill Sweeney,4/19/2018 1:30:45 PM,Stray,Public Drop Off,,Grays Ferry Avenue,Cat Room,NA,19152—Rhawnhurst NE,Healthy,,,,,4y 12d,48,5/1/2018 5:34:37 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,5/1/2018 5:34:37 PM,12
A38347407,,Cat,Domestic Shorthair,Black/,Male,Yes,Yes,24PetWatch,No,NA,,,Jill Sweeney,4/19/2018 3:35:34 PM,Stray,Project Meow,,Grays Ferry Avenue,Cat Room,NA,19142—Paschall/Elmwood SW,Healthy,,,,,,NA,5/4/2018 2:16:36 PM,Ame Wiltzius,Adoption,PAC,PAC,PAC,NA,,NA,NA,Ame Wiltzius,5/4/2018 2:16:36 PM,14
A38349131,,Dog,"Spaniel, American Cocker",Grey/Black,Male,Yes,No,24PetWatch,No,NA,4/19/2011,7y 0d,Angela Peterdi,4/19/2018 5:20:27 PM,Owner/Guardian Surrender,In Person Surrender to Shelter,Death of Owner / Family,Grays Ferry Avenue,Kennel - Adoptions,NA,,Healthy,,,,,7y 22d,84,5/11/2018 1:31:28 PM,Ame Wiltzius,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ame Wiltzius,5/11/2018 1:31:28 PM,21
A38350480,,Cat,Domestic Shorthair,Grey/Black,Male,Yes,No,24PetWatch,No,NA,4/19/2017,1y 0d,Michelle Robinson,4/19/2018 8:42:34 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 25d,12,5/14/2018 5:55:39 PM,Tomas Santana,Adoption,PAC,PAC,PAC,NA,,NA,NA,Tomas Santana,5/14/2018 5:55:39 PM,24
A38350511,,Cat,Domestic Shorthair,Grey/Black,Male,Yes,No,24PetWatch,No,NA,4/20/2017,11m 30d,Michelle Robinson,4/19/2018 8:56:05 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19139—West Market W,Healthy,,,,,1y 1m 9d,13,5/29/2018 5:28:47 PM,Erica Henn,Adoption,PAC,PAC,PAC,NA,,NA,NA,Erica Henn,5/29/2018 5:28:47 PM,39
A38353230,,Cat,Domestic Shorthair,Grey/White,Male,Yes,No,24PetWatch,No,NA,3/19/2018,1m 1d,Maria Decker,4/20/2018 11:48:51 AM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 10d,3,6/29/2018 3:04:56 PM,Maria Decker,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Maria Decker,6/29/2018 3:04:56 PM,70
A38353233,,Cat,Domestic Shorthair,Grey/White,Male,Yes,No,24PetWatch,No,NA,3/19/2018,1m 1d,Maria Decker,4/20/2018 11:48:50 AM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 10d,3,6/29/2018 2:47:54 PM,Maria Decker,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Maria Decker,6/29/2018 2:47:54 PM,70
A38353239,,Cat,Domestic Shorthair,Black/,Female,Yes,No,24PetWatch,No,NA,3/19/2018,1m 1d,Maria Decker,4/20/2018 11:48:50 AM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 16d,3,7/5/2018 3:11:32 PM,Maria Decker,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Maria Decker,7/5/2018 3:11:32 PM,76
A38355092,,Dog,"Terrier, Jack Russell",White/Brown,Female,Yes,Yes,24PetWatch,No,NA,4/18/2011,7y 4m 9d,Steve Ciepiela,8/27/2018 4:34:09 PM,Return,Returned Adoption,Unrealistic Expectations,Grant Avenue,Grant Avenue,NA,,Healthy,,,,,7y 4m 30d,88,9/17/2018 12:38:02 PM,Sara Davidson,Adoption,PAC,PAC,PAC,NA,19106—Center City-Society Hill,NA,NA,Sara Davidson,9/17/2018 12:38:02 PM,20
A38355092,,Dog,"Terrier, Jack Russell",White/Brown,Female,Yes,Yes,24PetWatch,No,NA,4/18/2011,7y 3m 24d,Angela Peterdi,8/11/2018 12:22:03 PM,Return,Returned Adoption,Health of Owner / Family,Grays Ferry Avenue,Kennel - Adoptions,NA,,Healthy,,,,,7y 4m 0d,88,8/18/2018 1:09:09 PM,Maria Decker,Adoption,Grant Avenue,Grant Avenue,Grant Avenue,NA,,NA,NA,Maria Decker,8/18/2018 1:09:09 PM,7
A38355092,,Dog,"Terrier, Jack Russell",White/Brown,Female,Yes,Yes,24PetWatch,No,NA,4/18/2011,7y 2d,Angela Peterdi,4/20/2018 1:47:19 PM,Transfer In,Partner Transfer In,Rescue,Grays Ferry Avenue,Kennel - Adoptions,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,7y 9d,84,4/27/2018 3:20:43 PM,Angela Peterdi,Adoption,Grays Ferry Avenue,Grays Ferry Avenue,Kennel - Adoptions,NA,,NA,NA,Angela Peterdi,4/27/2018 3:20:43 PM,7
A38361390,,Cat,Domestic Shorthair,Black/Orange,Female,Yes,No,24PetWatch,No,NA,4/21/2016,2y 0d,Rooney Linson,4/21/2018 11:50:12 AM,Stray,ACCT Diversion,,Grays Ferry Avenue,Maternity,NA,19131—Wynnefield/West Park,Healthy,,,,,2y 3m 28d,27,8/18/2018 5:57:34 PM,Linda O'Brien,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Linda O'Brien,8/18/2018 5:57:34 PM,119
A38361402,,Cat,Domestic Shorthair,Black/Orange,Female,Yes,No,24PetWatch,No,NA,3/10/2018,1m 11d,Rooney Linson,4/21/2018 11:50:11 AM,Stray,ACCT Diversion,,Grays Ferry Avenue,Maternity,NA,19131—Wynnefield/West Park,Less Than 7 Weeks,,,,,6m 1d,6,9/11/2018 9:28:56 AM,Erica Henn,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Linda O'Brien,9/11/2018 9:28:56 AM,142
A38363041,,Cat,Domestic Shorthair,Brown/Black,Female,Yes,Yes,24PetWatch,No,NA,4/21/2016,2y 0d,Rooney Linson,4/21/2018 2:31:00 PM,Stray,Project Meow,,Grays Ferry Avenue,Cat Room,NA,19143—Kingsessing SW,Healthy,,,,,2y 16d,24,5/7/2018 5:04:08 PM,Lauren Campagnini,Adoption,PAC,PAC,PAC,NA,,NA,NA,Lauren Campagnini,5/7/2018 5:04:08 PM,16
A38363979,,Cat,Domestic Shorthair,Brown/White,Female,Yes,Yes,24PetWatch,No,NA,4/21/2017,1y 0d,Michelle Robinson,4/21/2018 4:01:20 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19104—University City,Healthy,,,,,1y 2m 1d,14,6/22/2018 12:21:48 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,6/22/2018 12:21:48 PM,61
A38364108,,Cat,Domestic Shorthair,Brown/,Male,Yes,Unknown,24PetWatch,No,NA,4/21/2017,1y 0d,Michelle Robinson,4/21/2018 4:18:21 PM,Stray,Project Meow,,PAWS Foster Program,Foster Care - General,NA,19143—Kingsessing SW,Healthy,,,,,1y 3m 7d,15,7/28/2018 11:31:59 PM,Angela Peterdi,Adoption,Petsmart Oregon Avenue,PAWS Offsite Adoptions,Petsmart Oregon Avenue,NA,,NA,NA,Angela Peterdi,7/28/2018 11:31:59 PM,98
A38364746,,Cat,Domestic Shorthair,Grey/Black,Male,Yes,No,24PetWatch,No,NA,4/18/2018,3d,Maria Decker,4/21/2018 5:31:52 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,5m 1d,5,9/19/2018 11:25:20 AM,Ashley Matters,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Ashley Matters,9/19/2018 11:25:20 AM,150
A38364748,,Cat,Domestic Shorthair,Black/White,Female,Yes,No,24PetWatch,No,NA,4/18/2018,3d,Maria Decker,4/21/2018 5:31:51 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4m 4d,4,8/22/2018 12:36:25 PM,Ashley Matters,Adoption,Grant Avenue,Grant Avenue,Foster Care - General,NA,,NA,NA,Ashley Matters,8/22/2018 12:36:25 PM,122
A38364752,,Cat,Domestic Shorthair,Black/,Male,Yes,No,24PetWatch,No,NA,4/18/2018,3d,Maria Decker,4/21/2018 5:31:51 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,5m 1d,5,9/19/2018 11:56:15 AM,Ashley Matters,Adoption,Foster Home,Grant Avenue,Foster Care - General,NA,,NA,NA,Ashley Matters,9/19/2018 11:56:15 AM,150
A38364756,,Cat,Domestic Shorthair,Black/,Female,Yes,No,24PetWatch,No,NA,4/21/2016,2y 0d,Maria Decker,4/21/2018 5:31:51 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,2y 5m 20d,29,10/11/2018 12:26:28 PM,Maria Decker,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Maria Decker,10/11/2018 12:26:28 PM,172
A38364795,,Cat,Domestic Shorthair,Black/White,Female,Yes,No,24PetWatch,No,NA,4/20/2014,4y 1d,Maria Decker,4/21/2018 5:31:51 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Healthy,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4y 3m 27d,51,8/16/2018 6:47:45 PM,Rich Wilkinson,Adoption,PAC,PAC,Foster Care - General,NA,,NA,NA,Rich Wilkinson,8/16/2018 6:47:45 PM,117
A38364797,,Cat,Domestic Shorthair,Black/,Female,Yes,No,24PetWatch,No,NA,3/13/2018,1m 8d,Maria Decker,4/21/2018 5:31:51 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 10d,3,6/23/2018 4:32:03 PM,Tomas Santana,Adoption,PAC,PAC,PAC,NA,,NA,NA,Tomas Santana,6/23/2018 4:32:03 PM,62
A38364800,,Cat,Domestic Shorthair,Black/,Male,Yes,No,24PetWatch,No,NA,3/13/2018,1m 8d,Maria Decker,4/21/2018 5:31:51 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,3m 9d,3,6/22/2018 1:22:07 PM,Rich Wilkinson,Adoption,PAC,PAC,PAC,NA,,NA,NA,Rich Wilkinson,6/22/2018 1:22:07 PM,61
A38364801,,Cat,Domestic Shorthair,Grey/,Female,Yes,No,24PetWatch,No,NA,3/13/2018,1m 8d,Maria Decker,4/21/2018 5:31:51 PM,Transfer In,Partner Transfer In,Rescue,Grant Avenue,Grant Avenue,NA,,Less Than 7 Weeks,ACCT Philly,ACCT Representative,(267) 385-3800,111 W Hunting Park Avenue  ,4m 12d,4,7/25/2018 4:21:30 PM,Ashley Matters,Adoption,Foster Home,PAWS Foster Program,Foster Care - General,NA,,NA,NA,Ashley Matters,7/25/2018 4:21:30 PM,94
